Name,Date,notes,Value,Change
RTN,2015-7-4,notes,124.43,DECREASED
NSJ,2015-11-8,notes,NA,UNKNOWN
GRH,2015-7-17,notes,866.77,DECREASED
WHJ,2015-9-1,notes,90.79,DECREASED
WHJ,2015-7-8,notes,363.46,DECREASED
PUA,2015-11-5,notes,227.12,DECREASED
KCT,2015-8-3,notes,290.92,DECREASED
KZW,2015-11-14,notes,500.74,DECREASED
GUC,2015-10-16,notes,839.20,INCREASED
XOT,2015-7-11,notes,110.9,DECREASED
JNL,2015-7-6,notes,258.53,DECREASED
DKM,2015-10-2,notes,378.45,DECREASED
JNL,2015-8-15,notes,not there,UNKNOWN
VFK,2015-9-8,notes,Invalid,UNKNOWN
KZW,2015-7-1,notes,260.39,NEW
WHJ,2015-9-17,notes,1.58,DECREASED
MQZ,2015-11-1,notes,299.22,DECREASED
FKS,2015-9-13,notes,136.24,INCREASED
RHS,2015-7-4,notes,842.27,INCREASED
WYO,2015-9-3,notes,unknown,UNKNOWN
TIO,2015-7-2,notes,678.21,DECREASED
QLS,2015-9-6,notes,596.65,INCREASED
YPF,2015-7-9,notes,914.85,INCREASED
DEE,2015-8-4,notes,957.94,INCREASED
ELM,2015-7-4,notes,666.77,INCREASED
PFF,2015-8-3,notes,926.29,INCREASED
RCC,2015-8-9,notes,86.98,DECREASED
PFT,2015-11-14,notes,318.84,DECREASED
QBU,2015-8-4,notes,820.79,DECREASED
YPF,2015-7-15,notes,283.56,DECREASED
YRW,2015-9-2,notes,199.51,DECREASED
RHS,2015-9-9,notes,154.51,DECREASED
HSK,2015-8-1,notes,779.60,INCREASED
DEE,2015-9-3,notes,789.57,INCREASED
FFJ,2015-8-20,notes,208.37,INCREASED
AJZ,2015-7-6,notes,667.75,INCREASED
YLB,2015-10-6,notes,408.92,DECREASED
SGT,2015-9-14,notes,212.21,INCREASED
NRA,2015-8-7,notes,500.21,INCREASED
FZV,2015-10-18,notes,285.48,INCREASED
IES,2015-9-19,notes,785.52,INCREASED
FZS,2015-7-19,notes,393.50,INCREASED
TFQ,2015-11-18,notes,656.88,INCREASED
TSM,2015-10-9,notes,855.55,INCREASED
KCT,2015-8-15,notes,...,UNKNOWN
HSK,2015-8-8,notes,172.38,INCREASED
XQN,2015-11-16,notes,726.98,INCREASED
IXX,2015-11-5,notes,243.26,DECREASED
ZGV,2015-9-5,notes,156.91,DECREASED
QFX,2015-8-13,notes,330.3,DECREASED
INO,2015-8-8,notes,-----,UNKNOWN
SIF,2015-11-9,notes,-----,UNKNOWN
QBU,2015-11-20,notes,215.66,DECREASED
GUC,2015-11-17,notes,901.9,INCREASED
DEE,2015-11-12,notes,517.41,INCREASED
INO,2015-9-13,notes,399.71,DECREASED
BWS,2015-10-5,notes,407.6,DECREASED
OPZ,2015-7-15,notes,990.40,INCREASED
FGF,2015-11-16,notes,714.44,INCREASED
ISF,2015-9-20,notes,691.90,INCREASED
NIS,2015-7-6,notes,664.48,DECREASED
ETP,2015-8-20,notes,274.82,DECREASED
UBH,2015-11-11,notes,555.66,INCREASED
YPF,2015-10-7,notes,397.84,DECREASED
MDH,2015-7-17,notes,368.71,DECREASED
KZW,2015-8-12,notes,unknown,UNKNOWN
WHL,2015-9-7,notes,479.83,DECREASED
IMN,2015-8-19,notes,770.0,INCREASED
TZA,2015-11-5,notes,422.60,DECREASED
ZKG,2015-9-4,notes,118.95,DECREASED
YPF,2015-8-11,notes,122.88,DECREASED
GUC,2015-9-6,notes,229.66,DECREASED
LII,2015-11-19,notes,NA,UNKNOWN
QBU,2015-7-17,notes,359.56,INCREASED
WHL,2015-11-12,notes,265.9,DECREASED
TSM,2015-8-4,notes,829.71,INCREASED
PFF,2015-8-16,notes,693.29,INCREASED
LDT,2015-10-4,notes,205.57,INCREASED
SGT,2015-11-9,notes,453.72,INCREASED
OBR,2015-7-8,notes,123.73,INCREASED
DKM,2015-10-20,notes,844.86,INCREASED
IXX,2015-10-10,notes,360.44,DECREASED
TIO,2015-7-11,notes,335.48,INCREASED
IUQ,2015-7-5,notes,100.42,DECREASED
AJZ,2015-7-10,notes,580.14,DECREASED
OEI,2015-11-4,notes,592.76,DECREASED
QNH,2015-8-9,notes,338.81,DECREASED
DEE,2015-9-2,notes,158.59,DECREASED
QBU,2015-7-15,notes,81.1,DECREASED
JNL,2015-9-17,notes,759.69,DECREASED
JXG,2015-8-6,notes,806.14,INCREASED
IQZ,2015-9-18,notes,57.22,DECREASED
PFT,2015-9-12,notes,NA,UNKNOWN
XKF,2015-10-2,notes,344.39,INCREASED
UBH,2015-11-10,notes,386.27,DECREASED
DNL,2015-8-1,notes,871.57,INCREASED
RNP,2015-9-10,notes,-----,UNKNOWN
KTX,2015-11-7,notes,489.90,INCREASED
TFQ,2015-11-13,notes,117.80,DECREASED
IFM,2015-11-1,notes,310.3,INCREASED
ZVQ,2015-9-4,notes,Invalid,UNKNOWN
TFQ,2015-9-2,notes,453.83,DECREASED
INY,2015-9-3,notes,Invalid,UNKNOWN
XOT,2015-9-4,notes,70.45,DECREASED
BWS,2015-11-7,notes,25.68,DECREASED
COF,2015-9-13,notes,5.88,DECREASED
XBO,2015-7-14,notes,641.79,INCREASED
KCT,2015-9-11,notes,358.94,INCREASED
WYO,2015-8-18,notes,800.33,INCREASED
VVX,2015-10-18,notes,665.37,INCREASED
KXO,2015-10-6,notes,396.84,DECREASED
LDT,2015-10-13,notes,852.98,INCREASED
XOT,2015-7-15,notes,767.96,INCREASED
OEI,2015-9-1,notes,946.7,INCREASED
GUC,2015-9-1,notes,127.50,DECREASED
GUC,2015-11-6,notes,369.82,DECREASED
IUQ,2015-8-2,notes,598.84,DECREASED
NRA,2015-7-7,notes,76.24,DECREASED
XKF,2015-9-15,notes,433.90,INCREASED
PGC,2015-8-13,notes,515.60,DECREASED
OEI,2015-10-7,notes,599.84,INCREASED
DNX,2015-11-13,notes,496.71,DECREASED
NRA,2015-9-2,notes,882.28,INCREASED
JDF,2015-8-16,notes,220.18,DECREASED
ZKG,2015-8-12,notes,455.79,INCREASED
WYO,2015-7-1,notes,851.42,NEW
OBR,2015-9-7,notes,808.98,INCREASED
FZS,2015-7-15,notes,842.62,INCREASED
ZPZ,2015-11-18,notes,459.57,INCREASED
XOT,2015-10-10,notes,430.15,INCREASED
KCT,2015-10-6,notes,500.78,DECREASED
DKM,2015-7-20,notes,29.63,DECREASED
QLS,2015-10-1,notes,359.32,DECREASED
KCT,2015-9-9,notes,--------,UNKNOWN
VVX,2015-8-16,notes,994.34,INCREASED
DKM,2015-11-17,notes,-,UNKNOWN
TZA,2015-8-9,notes,625.4,INCREASED
OEI,2015-10-3,notes,218.18,INCREASED
DMD,2015-9-11,notes,615.52,INCREASED
DEE,2015-9-1,notes,695.4,DECREASED
EUS,2015-11-1,notes,969.96,INCREASED
LVR,2015-11-3,notes,517.18,DECREASED
XZZ,2015-9-1,notes,995.28,INCREASED
NRA,2015-8-3,notes,91.97,DECREASED
KTX,2015-8-15,notes,502.46,INCREASED
MDH,2015-11-12,notes,760.72,INCREASED
ABU,2015-10-15,notes,Not present,UNKNOWN
PFT,2015-8-6,notes,416.37,INCREASED
WYO,2015-7-18,notes,968.82,INCREASED
KCT,2015-9-5,notes,711.89,DECREASED
ABU,2015-7-10,notes,718.78,INCREASED
FZN,2015-7-4,notes,470.2,INCREASED
INY,2015-8-10,notes,740.32,INCREASED
TIO,2015-8-13,notes,881.68,INCREASED
SGT,2015-9-16,notes,426.22,DECREASED
SIF,2015-11-19,notes,256.97,INCREASED
ARA,2015-11-6,notes,945.35,INCREASED
TIO,2015-9-16,notes,947.59,INCREASED
IUQ,2015-7-18,notes,250.47,DECREASED
FGF,2015-8-4,notes,653.79,INCREASED
FZS,2015-10-20,notes,926.48,INCREASED
COF,2015-9-12,notes,170.64,DECREASED
RHS,2015-7-12,notes,206.79,DECREASED
SIF,2015-8-3,notes,502.65,DECREASED
ELM,2015-11-14,notes,187.5,DECREASED
JXG,2015-7-13,notes,Not applicable,UNKNOWN
VVX,2015-9-14,notes,47.72,DECREASED
PFF,2015-8-8,notes,903.46,INCREASED
WHL,2015-11-4,notes,187.10,DECREASED
JDF,2015-7-17,notes,906.28,INCREASED
YRW,2015-7-4,notes,857.69,INCREASED
EUS,2015-8-3,notes,149.16,INCREASED
MDH,2015-9-20,notes,843.61,INCREASED
JFG,2015-11-12,notes,394.49,DECREASED
ELM,2015-7-18,notes,296.65,DECREASED
LDT,2015-7-20,notes,504.13,INCREASED
YPF,2015-9-10,notes,176.16,DECREASED
TFQ,2015-10-11,notes,Not found,UNKNOWN
IFM,2015-8-8,notes,830.63,INCREASED
TZA,2015-8-10,notes,773.3,INCREASED
OEI,2015-11-6,notes,55.37,DECREASED
KZW,2015-8-2,notes,492.67,DECREASED
ZVQ,2015-9-9,notes,627.51,INCREASED
IFM,2015-7-17,notes,251.44,DECREASED
BBL,2015-10-4,notes,527.40,DECREASED
JXG,2015-8-15,notes,611.52,INCREASED
IUQ,2015-11-11,notes,--------,UNKNOWN
RHS,2015-11-7,notes,998.97,INCREASED
XZZ,2015-7-20,notes,11.69,DECREASED
JDF,2015-9-11,notes,98.19,DECREASED
KZW,2015-7-12,notes,Not found,UNKNOWN
LLV,2015-9-14,notes,35.52,DECREASED
NSJ,2015-11-1,notes,651.69,INCREASED
DUO,2015-7-20,notes,543.7,DECREASED
JDF,2015-7-2,notes,70.86,DECREASED
FZV,2015-10-6,notes,163.36,INCREASED
JFG,2015-10-19,notes,816.83,DECREASED
ZPZ,2015-7-4,notes,81.80,DECREASED
QNH,2015-8-1,notes,501.39,DECREASED
ISF,2015-7-12,notes,316.61,DECREASED
XZZ,2015-8-9,notes,630.2,INCREASED
DEE,2015-8-18,notes,603.60,INCREASED
GUC,2015-7-7,notes,841.60,DECREASED
OPZ,2015-8-16,notes,201.75,DECREASED
DNL,2015-9-12,notes,112.37,DECREASED
FFJ,2015-10-20,notes,533.90,INCREASED
DUO,2015-11-2,notes,332.4,INCREASED
SBH,2015-9-2,notes,253.64,DECREASED
DJY,2015-11-7,notes,Not present,UNKNOWN
ELM,2015-11-8,notes,336.73,INCREASED
YLB,2015-8-10,notes,461.88,DECREASED
VFK,2015-7-17,notes,774.55,INCREASED
ZGV,2015-11-14,notes,Not applicable,UNKNOWN
ISF,2015-10-7,notes,394.58,DECREASED
YLB,2015-8-6,notes,392.17,INCREASED
AJZ,2015-10-19,notes,688.32,DECREASED
WGX,2015-7-15,notes,738.50,INCREASED
QBU,2015-10-3,notes,54.7,DECREASED
QFX,2015-9-8,notes,579.44,INCREASED
WYO,2015-10-18,notes,171.45,DECREASED
WGX,2015-7-7,notes,824.11,INCREASED
ARA,2015-10-17,notes,329.2,INCREASED
WGX,2015-10-19,notes,453.88,INCREASED
FZV,2015-9-8,notes,NA,UNKNOWN
KXO,2015-11-11,notes,767.2,INCREASED
LII,2015-9-9,notes,606.17,INCREASED
JXG,2015-9-2,notes,487.95,DECREASED
FZS,2015-8-9,notes,8.34,DECREASED
QLS,2015-7-12,notes,609.7,INCREASED
NIS,2015-7-16,notes,46.62,DECREASED
DMD,2015-9-14,notes,635.79,INCREASED
AJZ,2015-7-2,notes,Not applicable,UNKNOWN
TIO,2015-10-2,notes,448.79,INCREASED
WYO,2015-11-9,notes,424.18,INCREASED
PGC,2015-9-3,notes,685.81,INCREASED
WYO,2015-9-20,notes,722.80,INCREASED
DEE,2015-10-17,notes,139.38,DECREASED
ZVQ,2015-8-20,notes,275.26,INCREASED
WHJ,2015-8-20,notes,893.30,INCREASED
DMD,2015-7-1,notes,937.71,NEW
IES,2015-7-4,notes,253.65,INCREASED
KTX,2015-7-4,notes,382.68,INCREASED
VFK,2015-8-15,notes,729.95,INCREASED
YRW,2015-10-12,notes,629.90,INCREASED
YPF,2015-8-6,notes,984.86,INCREASED
ZGV,2015-11-20,notes,548.36,INCREASED
ABU,2015-8-11,notes,320.35,INCREASED
VVX,2015-11-18,notes,755.75,DECREASED
QNH,2015-7-10,notes,191.69,DECREASED
IUQ,2015-9-4,notes,Not applicable,UNKNOWN
OEI,2015-8-3,notes,902.19,INCREASED
PFF,2015-11-18,notes,178.82,DECREASED
NSJ,2015-11-5,notes,612.61,DECREASED
ABU,2015-11-8,notes,13.91,DECREASED
ZGV,2015-11-8,notes,954.47,INCREASED
XBO,2015-8-20,notes,474.63,DECREASED
JFG,2015-9-10,notes,421.7,DECREASED
TZA,2015-11-16,notes,901.78,INCREASED
YLB,2015-7-4,notes,890.21,INCREASED
VVX,2015-7-1,notes,515.57,NEW
HSK,2015-10-1,notes,485.62,DECREASED
JXG,2015-10-5,notes,957.95,INCREASED
LLV,2015-10-14,notes,820.72,INCREASED
QLS,2015-7-3,notes,766.41,INCREASED
ZGV,2015-10-4,notes,317.17,INCREASED
VVX,2015-11-5,notes,173.81,DECREASED
WHJ,2015-10-17,notes,449.50,DECREASED
DNX,2015-10-10,notes,331.38,INCREASED
JFG,2015-8-17,notes,964.72,INCREASED
ELM,2015-9-18,notes,504.56,INCREASED
QBU,2015-9-11,notes,336.53,INCREASED
QLS,2015-11-7,notes,673.15,INCREASED
KZW,2015-7-20,notes,Not applicable,UNKNOWN
ORX,2015-10-20,notes,410.36,DECREASED
OEI,2015-10-18,notes,466.6,INCREASED
PFT,2015-7-4,notes,493.29,DECREASED
QBU,2015-9-5,notes,19.4,DECREASED
DNL,2015-11-1,notes,247.54,INCREASED
PEX,2015-10-18,notes,885.10,INCREASED
ELM,2015-10-17,notes,Not present,UNKNOWN
IMN,2015-11-10,notes,790.78,INCREASED
KTX,2015-11-3,notes,449.21,DECREASED
FZN,2015-10-19,notes,511.4,DECREASED
SBH,2015-11-7,notes,94.41,DECREASED
WGX,2015-8-11,notes,Invalid,UNKNOWN
DEE,2015-11-8,notes,398.68,DECREASED
FGF,2015-8-20,notes,Not present,UNKNOWN
ZPZ,2015-10-2,notes,Missing,UNKNOWN
ISF,2015-11-6,notes,852.85,INCREASED
ZKG,2015-7-11,notes,359.8,DECREASED
DUO,2015-8-5,notes,522.11,INCREASED
IUQ,2015-9-13,notes,314.59,INCREASED
KCT,2015-8-20,notes,UNKOWN,UNKNOWN
FZV,2015-7-9,notes,310.58,DECREASED
DJY,2015-11-6,notes,515.77,INCREASED
INY,2015-9-6,notes,512.11,DECREASED
WHJ,2015-9-5,notes,70.69,DECREASED
BBL,2015-7-18,notes,900.97,INCREASED
NRA,2015-7-10,notes,364.67,DECREASED
ETP,2015-9-17,notes,877.26,INCREASED
FZN,2015-10-10,notes,261.26,DECREASED
PEX,2015-8-9,notes,693.75,INCREASED
MQZ,2015-9-9,notes,886.57,DECREASED
QBU,2015-7-1,notes,415.22,NEW
JNL,2015-8-9,notes,472.33,DECREASED
OEI,2015-7-7,notes,200.49,DECREASED
HSK,2015-10-11,notes,591.84,INCREASED
ARA,2015-8-13,notes,637.5,INCREASED
TFQ,2015-9-3,notes,981.14,INCREASED
ZPZ,2015-10-10,notes,26.82,DECREASED
QBU,2015-8-13,notes,111.92,DECREASED
TIO,2015-11-8,notes,877.19,INCREASED
DKM,2015-9-7,notes,235.18,DECREASED
WHJ,2015-10-12,notes,863.32,DECREASED
ISF,2015-7-11,notes,588.52,DECREASED
JFG,2015-7-9,notes,-,UNKNOWN
JNL,2015-8-19,notes,967.78,INCREASED
JFG,2015-7-14,notes,621.63,INCREASED
PUA,2015-7-4,notes,877.89,INCREASED
ZKG,2015-11-7,notes,906.33,INCREASED
XKF,2015-8-2,notes,664.68,DECREASED
OEI,2015-10-9,notes,-----,UNKNOWN
WYO,2015-8-1,notes,529.48,INCREASED
ORX,2015-7-11,notes,865.41,INCREASED
FFJ,2015-7-9,notes,493.48,INCREASED
UBH,2015-8-7,notes,963.32,INCREASED
QBU,2015-10-9,notes,281.88,DECREASED
DEE,2015-7-9,notes,Lost,UNKNOWN
ETP,2015-9-1,notes,182.36,DECREASED
FZN,2015-7-17,notes,238.66,INCREASED
TFQ,2015-8-16,notes,15.3,DECREASED
DJY,2015-9-5,notes,531.67,DECREASED
LDT,2015-10-10,notes,821.83,INCREASED
WYO,2015-7-9,notes,249.95,DECREASED
DEE,2015-9-18,notes,315.87,DECREASED
WGX,2015-11-14,notes,159.93,DECREASED
ULI,2015-10-8,notes,625.91,DECREASED
DMD,2015-7-5,notes,789.76,DECREASED
JXG,2015-11-6,notes,795.3,INCREASED
JXG,2015-9-6,notes,733.33,DECREASED
GUC,2015-9-17,notes,179.39,DECREASED
QNH,2015-7-1,notes,119.75,NEW
RCC,2015-9-3,notes,639.74,INCREASED
OEI,2015-11-1,notes,UNKOWN,UNKNOWN
LVR,2015-10-9,notes,162.98,DECREASED
ORX,2015-7-3,notes,679.8,DECREASED
XBO,2015-7-12,notes,34.14,DECREASED
FZN,2015-9-4,notes,715.72,DECREASED
IXX,2015-7-1,notes,161.70,NEW
FGF,2015-7-13,notes,559.20,INCREASED
OPZ,2015-8-8,notes,517.63,DECREASED
LLV,2015-9-4,notes,UNKOWN,UNKNOWN
WHL,2015-10-1,notes,7.72,DECREASED
TSM,2015-9-1,notes,93.91,DECREASED
GRH,2015-7-14,notes,535.55,INCREASED
KXO,2015-10-1,notes,17.77,DECREASED
GRH,2015-9-20,notes,183.50,DECREASED
FZS,2015-8-3,notes,940.25,INCREASED
TIO,2015-9-17,notes,453.49,DECREASED
ZVQ,2015-7-15,notes,396.92,DECREASED
PGC,2015-9-17,notes,64.29,DECREASED
FFJ,2015-10-10,notes,784.41,DECREASED
PUA,2015-7-12,notes,515.69,DECREASED
ETP,2015-11-15,notes,770.77,DECREASED
ABU,2015-11-1,notes,631.21,INCREASED
DKM,2015-8-3,notes,509.44,DECREASED
XZZ,2015-7-11,notes,38.68,DECREASED
QFX,2015-9-6,notes,637.0,INCREASED
RHS,2015-9-8,notes,990.55,INCREASED
DJY,2015-8-19,notes,374.67,DECREASED
QFX,2015-7-8,notes,3.33,DECREASED
ZKG,2015-11-1,notes,432.64,INCREASED
MQZ,2015-9-8,notes,909.68,INCREASED
WHJ,2015-11-16,notes,206.5,DECREASED
FFJ,2015-10-18,notes,-,UNKNOWN
WHL,2015-7-1,notes,966.66,NEW
PFT,2015-9-7,notes,830.56,INCREASED
WGX,2015-9-11,notes,453.94,DECREASED
MDH,2015-7-3,notes,318.95,INCREASED
ZPZ,2015-10-1,notes,282.2,DECREASED
PEX,2015-11-19,notes,874.9,INCREASED
FZS,2015-11-3,notes,444.88,DECREASED
RNP,2015-9-4,notes,19.24,DECREASED
UBH,2015-7-3,notes,945.19,INCREASED
JXG,2015-8-12,notes,Not applicable,UNKNOWN
XZZ,2015-7-13,notes,--------,UNKNOWN
IQZ,2015-8-10,notes,953.44,INCREASED
WYO,2015-9-15,notes,799.71,INCREASED
PGC,2015-11-1,notes,331.25,DECREASED
COF,2015-8-3,notes,683.83,INCREASED
YRW,2015-11-9,notes,473.3,DECREASED
WHL,2015-9-20,notes,325.40,INCREASED
TZA,2015-10-19,notes,417.30,DECREASED
EUS,2015-11-7,notes,999.81,INCREASED
FGF,2015-9-4,notes,UNKOWN,UNKNOWN
PGC,2015-7-17,notes,868.38,INCREASED
MDH,2015-7-1,notes,492.95,NEW
XBO,2015-10-20,notes,570.40,INCREASED
IQZ,2015-7-7,notes,475.83,INCREASED
HSK,2015-9-11,notes,883.34,INCREASED
MDH,2015-8-12,notes,37.59,DECREASED
DUO,2015-7-18,notes,N/A,UNKNOWN
JDF,2015-7-5,notes,757.61,INCREASED
JFG,2015-7-8,notes,98.39,DECREASED
XBO,2015-8-2,notes,UNKOWN,UNKNOWN
WHL,2015-7-4,notes,299.99,DECREASED
GUC,2015-7-8,notes,705.85,DECREASED
ZVQ,2015-7-7,notes,599.38,INCREASED
FZV,2015-10-17,notes,87.92,DECREASED
QLS,2015-7-15,notes,NA,UNKNOWN
GRH,2015-9-2,notes,649.44,INCREASED
DKM,2015-7-19,notes,599.6,INCREASED
OEI,2015-8-5,notes,UNKOWN,UNKNOWN
QBU,2015-11-13,notes,520.66,INCREASED
QNH,2015-8-11,notes,635.9,INCREASED
ETP,2015-10-19,notes,148.37,DECREASED
RNP,2015-8-11,notes,536.49,INCREASED
PFT,2015-10-16,notes,539.31,INCREASED
OPZ,2015-8-20,notes,348.57,INCREASED
SGT,2015-11-1,notes,166.87,INCREASED
IMN,2015-9-15,notes,7.19,DECREASED
OPZ,2015-9-8,notes,191.67,DECREASED
HSK,2015-8-13,notes,53.91,DECREASED
VFK,2015-9-10,notes,458.1,INCREASED
ORX,2015-9-14,notes,930.38,INCREASED
DNX,2015-7-14,notes,825.82,DECREASED
IUQ,2015-10-8,notes,794.89,DECREASED
ZVQ,2015-8-19,notes,55.63,DECREASED
HSK,2015-9-4,notes,792.27,INCREASED
DLV,2015-7-13,notes,954.78,DECREASED
ABU,2015-9-16,notes,748.20,INCREASED
PFT,2015-11-10,notes,585.3,DECREASED
ETP,2015-11-18,notes,Lost,UNKNOWN
SIF,2015-8-17,notes,25.61,DECREASED
KTX,2015-11-19,notes,575.7,INCREASED
JXG,2015-7-7,notes,550.99,DECREASED
YPF,2015-10-6,notes,491.42,DECREASED
FZN,2015-11-11,notes,343.81,DECREASED
WHL,2015-9-10,notes,577.84,INCREASED
XKF,2015-7-3,notes,378.77,DECREASED
RTN,2015-7-10,notes,786.77,INCREASED
ABU,2015-8-10,notes,283.64,INCREASED
PFT,2015-9-6,notes,476.8,DECREASED
ELM,2015-8-6,notes,723.31,INCREASED
LTH,2015-11-14,notes,807.15,DECREASED
DNX,2015-11-2,notes,303.30,INCREASED
WGX,2015-9-3,notes,848.44,INCREASED
QBU,2015-7-2,notes,510.88,INCREASED
XBO,2015-10-10,notes,...,UNKNOWN
XQN,2015-9-17,notes,341.86,DECREASED
QBU,2015-10-8,notes,684.31,INCREASED
DNL,2015-9-9,notes,477.0,DECREASED
IXX,2015-10-13,notes,886.35,INCREASED
RNP,2015-9-11,notes,928.23,INCREASED
XOT,2015-7-2,notes,361.74,DECREASED
DJY,2015-11-1,notes,218.24,DECREASED
XKF,2015-8-9,notes,304.96,DECREASED
UBH,2015-10-1,notes,489.27,DECREASED
FKS,2015-11-11,notes,984.57,INCREASED
LVR,2015-9-2,notes,879.36,INCREASED
JDF,2015-7-1,notes,686.44,NEW
GUC,2015-9-10,notes,115.99,DECREASED
AJZ,2015-8-15,notes,154.30,DECREASED
RHS,2015-8-3,notes,--,UNKNOWN
TSM,2015-9-13,notes,817.52,INCREASED
TFQ,2015-9-4,notes,36.29,DECREASED
QLS,2015-11-3,notes,831.18,INCREASED
JNL,2015-9-15,notes,42.17,DECREASED
KTX,2015-8-8,notes,440.76,INCREASED
JDF,2015-11-14,notes,337.53,DECREASED
FFJ,2015-7-13,notes,707.78,INCREASED
VVX,2015-11-9,notes,533.65,INCREASED
FZN,2015-7-3,notes,364.4,DECREASED
ORX,2015-8-3,notes,355.46,DECREASED
QLS,2015-11-16,notes,508.80,INCREASED
PFT,2015-7-17,notes,208.20,DECREASED
SGT,2015-7-9,notes,46.12,DECREASED
XZZ,2015-8-4,notes,320.7,INCREASED
EUS,2015-8-16,notes,454.75,DECREASED
FZN,2015-8-19,notes,420.76,INCREASED
BWS,2015-10-15,notes,148.0,DECREASED
KTX,2015-8-13,notes,803.13,DECREASED
JFG,2015-7-5,notes,631.25,INCREASED
GRH,2015-10-12,notes,981.35,INCREASED
TSM,2015-10-16,notes,630.31,INCREASED
IXX,2015-8-4,notes,116.60,DECREASED
DWM,2015-8-5,notes,27.52,DECREASED
ABU,2015-7-20,notes,791.67,INCREASED
XOT,2015-7-3,notes,988.99,INCREASED
PGC,2015-10-3,notes,956.52,INCREASED
XKF,2015-11-10,notes,626.71,DECREASED
PGC,2015-8-1,notes,627.53,DECREASED
INY,2015-8-18,notes,649.28,DECREASED
FKS,2015-7-4,notes,Not present,UNKNOWN
DWM,2015-7-2,notes,623.92,INCREASED
EUS,2015-9-5,notes,135.99,DECREASED
GRH,2015-11-6,notes,252.54,DECREASED
JXG,2015-10-13,notes,517.32,INCREASED
KJJ,2015-7-20,notes,585.58,DECREASED
GUC,2015-8-11,notes,97.43,DECREASED
TZA,2015-11-8,notes,203.92,DECREASED
XKF,2015-8-7,notes,350.11,INCREASED
WHJ,2015-7-5,notes,673.64,DECREASED
ZGV,2015-10-13,notes,302.14,DECREASED
IFM,2015-9-7,notes,not there,UNKNOWN
FZS,2015-7-16,notes,N/A,UNKNOWN
DUO,2015-9-13,notes,654.32,DECREASED
FZN,2015-9-15,notes,344.30,INCREASED
RCC,2015-8-2,notes,850.58,DECREASED
OPZ,2015-10-14,notes,902.66,INCREASED
ZPZ,2015-11-14,notes,unknown,UNKNOWN
ZVQ,2015-11-10,notes,849.69,INCREASED
VVX,2015-8-6,notes,966.26,INCREASED
KCT,2015-9-12,notes,322.56,DECREASED
OQB,2015-11-17,notes,425.56,INCREASED
XOT,2015-10-19,notes,438.32,INCREASED
XQN,2015-7-9,notes,160.89,DECREASED
ELM,2015-11-3,notes,455.29,DECREASED
IFM,2015-9-12,notes,47.99,DECREASED
PEX,2015-8-10,notes,343.32,DECREASED
LLV,2015-11-13,notes,Not applicable,UNKNOWN
KXO,2015-8-18,notes,108.19,DECREASED
FKS,2015-11-8,notes,883.85,INCREASED
GUC,2015-7-14,notes,629.74,DECREASED
ABU,2015-7-7,notes,480.79,INCREASED
XBO,2015-10-11,notes,435.73,INCREASED
BBL,2015-10-14,notes,866.55,INCREASED
FFJ,2015-8-11,notes,535.90,INCREASED
VFK,2015-10-19,notes,8.39,DECREASED
ORX,2015-7-20,notes,54.0,INCREASED
ETP,2015-11-6,notes,121.6,INCREASED
LTH,2015-9-11,notes,...,UNKNOWN
IQZ,2015-10-17,notes,795.61,INCREASED
ABU,2015-11-10,notes,485.30,DECREASED
VVX,2015-8-11,notes,Lost,UNKNOWN
XZZ,2015-8-5,notes,315.36,DECREASED
JDF,2015-11-12,notes,870.96,INCREASED
IQZ,2015-11-18,notes,296.72,INCREASED
OQB,2015-9-5,notes,181.76,DECREASED
ETP,2015-10-5,notes,366.56,INCREASED
ABU,2015-7-15,notes,102.92,DECREASED
QNH,2015-10-15,notes,Missing,UNKNOWN
DLV,2015-10-2,notes,236.49,DECREASED
MQZ,2015-7-4,notes,41.38,DECREASED
DMD,2015-9-10,notes,24.6,DECREASED
RCC,2015-7-12,notes,740.53,DECREASED
RHS,2015-9-18,notes,60.8,DECREASED
OEI,2015-8-14,notes,600.28,INCREASED
YRW,2015-7-16,notes,not there,UNKNOWN
IES,2015-8-20,notes,-----,UNKNOWN
TFQ,2015-7-5,notes,516.31,DECREASED
AJZ,2015-11-6,notes,503.11,DECREASED
DEE,2015-8-5,notes,884.7,DECREASED
FFJ,2015-8-14,notes,953.26,INCREASED
SIF,2015-9-11,notes,373.76,DECREASED
ELM,2015-7-12,notes,485.18,DECREASED
YLB,2015-7-15,notes,277.31,DECREASED
QLS,2015-11-19,notes,943.61,INCREASED
LII,2015-11-9,notes,374.20,DECREASED
LII,2015-9-4,notes,650.56,DECREASED
LTH,2015-11-6,notes,448.22,DECREASED
KTX,2015-8-2,notes,247.1,DECREASED
TSM,2015-9-11,notes,150.5,DECREASED
FGF,2015-8-14,notes,269.12,DECREASED
INY,2015-11-19,notes,532.42,INCREASED
DLV,2015-10-9,notes,151.11,DECREASED
BBL,2015-11-18,notes,549.46,INCREASED
ARA,2015-8-18,notes,873.5,INCREASED
LII,2015-10-1,notes,203.25,DECREASED
YPF,2015-7-12,notes,96.12,DECREASED
IQZ,2015-7-6,notes,235.35,DECREASED
TSM,2015-7-3,notes,340.45,INCREASED
QBU,2015-7-8,notes,299.23,INCREASED
DNX,2015-10-1,notes,793.86,INCREASED
